"Species_ID","Genus","Species","Common_Name","Individual_ID","Phenophase_ID","Phenophase_Description","First_Yes_DOY","Scientific_Names","indiv_obs#","spp_obs#","pheno_obs#","Plant_Nickname","Plant_ID","Species_Nickname","Latitude","Longitude","DBH(cm)","Route_Name"
61,"Acer","saccharum","sugar maple",92204,483,"Leaves",118,"Acer saccharum",97,288,592,"22834*B, Tree 2","22834*B","Tree 2",42.3040241,-71.12065871,81.9,"Maple Route"
61,"Acer","saccharum","sugar maple",92204,483,"Leaves",144,"Acer saccharum",97,288,592,"22834*B, Tree 2","22834*B","Tree 2",42.3040241,-71.12065871,81.9,"Maple Route"
61,"Acer","saccharum","sugar maple",92204,498,"Colored leaves",293,"Acer saccharum",97,288,440,"22834*B, Tree 2","22834*B","Tree 2",42.3040241,-71.12065871,81.9,"Maple Route"
61,"Acer","saccharum","sugar maple",92204,500,"Flowers or flower buds",108,"Acer saccharum",97,288,436,"22834*B, Tree 2","22834*B","Tree 2",42.3040241,-71.12065871,81.9,"Maple Route"
61,"Acer","saccharum","sugar maple",92204,501,"Open flowers",110,"Acer saccharum",97,288,265,"22834*B, Tree 2","22834*B","Tree 2",42.3040241,-71.12065871,81.9,"Maple Route"
61,"Acer","saccharum","sugar maple",92204,502,"Pollen release (flowers)",112,"Acer saccharum",97,288,61,"22834*B, Tree 2","22834*B","Tree 2",42.3040241,-71.12065871,81.9,"Maple Route"
61,"Acer","saccharum","sugar maple",92204,502,"Pollen release (flowers)",127,"Acer saccharum",97,288,61,"22834*B, Tree 2","22834*B","Tree 2",42.3040241,-71.12065871,81.9,"Maple Route"
61,"Acer","saccharum","sugar maple",92204,504,"Recent fruit or seed drop",182,"Acer saccharum",97,288,271,"22834*B, Tree 2","22834*B","Tree 2",42.3040241,-71.12065871,81.9,"Maple Route"
61,"Acer","saccharum","sugar maple",92204,504,"Recent fruit or seed drop",288,"Acer saccharum",97,288,271,"22834*B, Tree 2","22834*B","Tree 2",42.3040241,-71.12065871,81.9,"Maple Route"
61,"Acer","saccharum","sugar maple",92204,516,"Fruits",125,"Acer saccharum",97,288,529,"22834*B, Tree 2","22834*B","Tree 2",42.3040241,-71.12065871,81.9,"Maple Route"
61,"Acer","saccharum","sugar maple",92204,516,"Fruits",132,"Acer saccharum",97,288,529,"22834*B, Tree 2","22834*B","Tree 2",42.3040241,-71.12065871,81.9,"Maple Route"
61,"Acer","saccharum","sugar maple",92204,516,"Fruits",139,"Acer saccharum",97,288,529,"22834*B, Tree 2","22834*B","Tree 2",42.3040241,-71.12065871,81.9,"Maple Route"
61,"Acer","saccharum","sugar maple",92204,516,"Fruits",154,"Acer saccharum",97,288,529,"22834*B, Tree 2","22834*B","Tree 2",42.3040241,-71.12065871,81.9,"Maple Route"
61,"Acer","saccharum","sugar maple",92204,516,"Fruits",161,"Acer saccharum",97,288,529,"22834*B, Tree 2","22834*B","Tree 2",42.3040241,-71.12065871,81.9,"Maple Route"
61,"Acer","saccharum","sugar maple",92204,516,"Fruits",175,"Acer saccharum",97,288,529,"22834*B, Tree 2","22834*B","Tree 2",42.3040241,-71.12065871,81.9,"Maple Route"
61,"Acer","saccharum","sugar maple",92204,516,"Fruits",226,"Acer saccharum",97,288,529,"22834*B, Tree 2","22834*B","Tree 2",42.3040241,-71.12065871,81.9,"Maple Route"
61,"Acer","saccharum","sugar maple",92206,371,"Breaking leaf buds",115,"Acer saccharum",52,288,419,"20645*A, Tree 3","20645*A","Tree 3",42.30370116,-71.12007443,85.7,"Maple Route"
61,"Acer","saccharum","sugar maple",92206,390,"Ripe fruits",262,"Acer saccharum",52,288,274,"20645*A, Tree 3","20645*A","Tree 3",42.30370116,-71.12007443,85.7,"Maple Route"
61,"Acer","saccharum","sugar maple",92206,467,"Increasing leaf size",118,"Acer saccharum",52,288,441,"20645*A, Tree 3","20645*A","Tree 3",42.30370116,-71.12007443,85.7,"Maple Route"
61,"Acer","saccharum","sugar maple",92206,467,"Increasing leaf size",144,"Acer saccharum",52,288,441,"20645*A, Tree 3","20645*A","Tree 3",42.30370116,-71.12007443,85.7,"Maple Route"
61,"Acer","saccharum","sugar maple",92206,483,"Leaves",117,"Acer saccharum",52,288,592,"20645*A, Tree 3","20645*A","Tree 3",42.30370116,-71.12007443,85.7,"Maple Route"
61,"Acer","saccharum","sugar maple",92206,498,"Colored leaves",293,"Acer saccharum",52,288,440,"20645*A, Tree 3","20645*A","Tree 3",42.30370116,-71.12007443,85.7,"Maple Route"
61,"Acer","saccharum","sugar maple",92206,500,"Flowers or flower buds",111,"Acer saccharum",52,288,436,"20645*A, Tree 3","20645*A","Tree 3",42.30370116,-71.12007443,85.7,"Maple Route"
61,"Acer","saccharum","sugar maple",92206,500,"Flowers or flower buds",123,"Acer saccharum",52,288,436,"20645*A, Tree 3","20645*A","Tree 3",42.30370116,-71.12007443,85.7,"Maple Route"
61,"Acer","saccharum","sugar maple",92206,501,"Open flowers",111,"Acer saccharum",52,288,265,"20645*A, Tree 3","20645*A","Tree 3",42.30370116,-71.12007443,85.7,"Maple Route"
61,"Acer","saccharum","sugar maple",92206,501,"Open flowers",123,"Acer saccharum",52,288,265,"20645*A, Tree 3","20645*A","Tree 3",42.30370116,-71.12007443,85.7,"Maple Route"
61,"Acer","saccharum","sugar maple",92206,516,"Fruits",144,"Acer saccharum",52,288,529,"20645*A, Tree 3","20645*A","Tree 3",42.30370116,-71.12007443,85.7,"Maple Route"
61,"Acer","saccharum","sugar maple",92206,516,"Fruits",163,"Acer saccharum",52,288,529,"20645*A, Tree 3","20645*A","Tree 3",42.30370116,-71.12007443,85.7,"Maple Route"
61,"Acer","saccharum","sugar maple",92208,371,"Breaking leaf buds",121,"Acer saccharum",40,288,419,"12565*C, Tree 4","12565*C","Tree 4",42.30346585,-71.12008242,97.6,"Maple Route"
61,"Acer","saccharum","sugar maple",92208,371,"Breaking leaf buds",132,"Acer saccharum",40,288,419,"12565*C, Tree 4","12565*C","Tree 4",42.30346585,-71.12008242,97.6,"Maple Route"
61,"Acer","saccharum","sugar maple",92208,467,"Increasing leaf size",130,"Acer saccharum",40,288,441,"12565*C, Tree 4","12565*C","Tree 4",42.30346585,-71.12008242,97.6,"Maple Route"
61,"Acer","saccharum","sugar maple",92208,483,"Leaves",130,"Acer saccharum",40,288,592,"12565*C, Tree 4","12565*C","Tree 4",42.30346585,-71.12008242,97.6,"Maple Route"
61,"Acer","saccharum","sugar maple",92208,483,"Leaves",172,"Acer saccharum",40,288,592,"12565*C, Tree 4","12565*C","Tree 4",42.30346585,-71.12008242,97.6,"Maple Route"
61,"Acer","saccharum","sugar maple",92208,498,"Colored leaves",286,"Acer saccharum",40,288,440,"12565*C, Tree 4","12565*C","Tree 4",42.30346585,-71.12008242,97.6,"Maple Route"
61,"Acer","saccharum","sugar maple",92208,500,"Flowers or flower buds",118,"Acer saccharum",40,288,436,"12565*C, Tree 4","12565*C","Tree 4",42.30346585,-71.12008242,97.6,"Maple Route"
61,"Acer","saccharum","sugar maple",92209,371,"Breaking leaf buds",116,"Acer saccharum",55,288,419,"689-2010*A, Tree 7","689-2010*A","Tree 7",42.2917509,-71.12781479,73.5,"Peters Hill Route"
61,"Acer","saccharum","sugar maple",92209,467,"Increasing leaf size",124,"Acer saccharum",55,288,441,"689-2010*A, Tree 7","689-2010*A","Tree 7",42.2917509,-71.12781479,73.5,"Peters Hill Route"
61,"Acer","saccharum","sugar maple",92209,467,"Increasing leaf size",148,"Acer saccharum",55,288,441,"689-2010*A, Tree 7","689-2010*A","Tree 7",42.2917509,-71.12781479,73.5,"Peters Hill Route"
61,"Acer","saccharum","sugar maple",92209,471,"Falling leaves",249,"Acer saccharum",55,288,428,"689-2010*A, Tree 7","689-2010*A","Tree 7",42.2917509,-71.12781479,73.5,"Peters Hill Route"
61,"Acer","saccharum","sugar maple",92209,471,"Falling leaves",286,"Acer saccharum",55,288,428,"689-2010*A, Tree 7","689-2010*A","Tree 7",42.2917509,-71.12781479,73.5,"Peters Hill Route"
61,"Acer","saccharum","sugar maple",92209,483,"Leaves",130,"Acer saccharum",55,288,592,"689-2010*A, Tree 7","689-2010*A","Tree 7",42.2917509,-71.12781479,73.5,"Peters Hill Route"
61,"Acer","saccharum","sugar maple",92209,483,"Leaves",284,"Acer saccharum",55,288,592,"689-2010*A, Tree 7","689-2010*A","Tree 7",42.2917509,-71.12781479,73.5,"Peters Hill Route"
61,"Acer","saccharum","sugar maple",92209,483,"Leaves",297,"Acer saccharum",55,288,592,"689-2010*A, Tree 7","689-2010*A","Tree 7",42.2917509,-71.12781479,73.5,"Peters Hill Route"
61,"Acer","saccharum","sugar maple",92209,498,"Colored leaves",249,"Acer saccharum",55,288,440,"689-2010*A, Tree 7","689-2010*A","Tree 7",42.2917509,-71.12781479,73.5,"Peters Hill Route"
61,"Acer","saccharum","sugar maple",92209,498,"Colored leaves",286,"Acer saccharum",55,288,440,"689-2010*A, Tree 7","689-2010*A","Tree 7",42.2917509,-71.12781479,73.5,"Peters Hill Route"
61,"Acer","saccharum","sugar maple",92209,500,"Flowers or flower buds",110,"Acer saccharum",55,288,436,"689-2010*A, Tree 7","689-2010*A","Tree 7",42.2917509,-71.12781479,73.5,"Peters Hill Route"
1172,"Aesculus","flava","yellow buckeye",85751,371,"Breaking leaf buds",108,"Aesculus flava",59,297,419,"12651*C, Tree 7","12651*C","Tree 7",42.30355576,-71.1212595,35.3,"Linden North Woods Route"
1172,"Aesculus","flava","yellow buckeye",85751,467,"Increasing leaf size",110,"Aesculus flava",59,297,441,"12651*C, Tree 7","12651*C","Tree 7",42.30355576,-71.1212595,35.3,"Linden North Woods Route"
1172,"Aesculus","flava","yellow buckeye",85751,483,"Leaves",108,"Aesculus flava",59,297,592,"12651*C, Tree 7","12651*C","Tree 7",42.30355576,-71.1212595,35.3,"Linden North Woods Route"
1172,"Aesculus","flava","yellow buckeye",85751,500,"Flowers or flower buds",119,"Aesculus flava",59,297,436,"12651*C, Tree 7","12651*C","Tree 7",42.30355576,-71.1212595,35.3,"Linden North Woods Route"
1172,"Aesculus","flava","yellow buckeye",85751,501,"Open flowers",127,"Aesculus flava",59,297,265,"12651*C, Tree 7","12651*C","Tree 7",42.30355576,-71.1212595,35.3,"Linden North Woods Route"
1172,"Aesculus","flava","yellow buckeye",85755,371,"Breaking leaf buds",108,"Aesculus flava",48,297,419,"12651*D, Tree 6","12651*D","Tree 6",42.30351523,-71.12133382,60.2,"Linden North Woods Route"
1172,"Aesculus","flava","yellow buckeye",85755,467,"Increasing leaf size",110,"Aesculus flava",48,297,441,"12651*D, Tree 6","12651*D","Tree 6",42.30351523,-71.12133382,60.2,"Linden North Woods Route"
1172,"Aesculus","flava","yellow buckeye",85755,483,"Leaves",108,"Aesculus flava",48,297,592,"12651*D, Tree 6","12651*D","Tree 6",42.30351523,-71.12133382,60.2,"Linden North Woods Route"
1172,"Aesculus","flava","yellow buckeye",85755,498,"Colored leaves",267,"Aesculus flava",48,297,440,"12651*D, Tree 6","12651*D","Tree 6",42.30351523,-71.12133382,60.2,"Linden North Woods Route"
1172,"Aesculus","flava","yellow buckeye",85755,500,"Flowers or flower buds",108,"Aesculus flava",48,297,436,"12651*D, Tree 6","12651*D","Tree 6",42.30351523,-71.12133382,60.2,"Linden North Woods Route"
1172,"Aesculus","flava","yellow buckeye",85755,501,"Open flowers",127,"Aesculus flava",48,297,265,"12651*D, Tree 6","12651*D","Tree 6",42.30351523,-71.12133382,60.2,"Linden North Woods Route"
1172,"Aesculus","flava","yellow buckeye",85756,371,"Breaking leaf buds",108,"Aesculus flava",38,297,419,"12651*H, Tree 5","12651*H","Tree 5",42.3035604,-71.12143904,49.1,"Linden North Woods Route"
1172,"Aesculus","flava","yellow buckeye",85756,467,"Increasing leaf size",110,"Aesculus flava",38,297,441,"12651*H, Tree 5","12651*H","Tree 5",42.3035604,-71.12143904,49.1,"Linden North Woods Route"
1172,"Aesculus","flava","yellow buckeye",85756,483,"Leaves",108,"Aesculus flava",38,297,592,"12651*H, Tree 5","12651*H","Tree 5",42.3035604,-71.12143904,49.1,"Linden North Woods Route"
1172,"Aesculus","flava","yellow buckeye",85756,500,"Flowers or flower buds",108,"Aesculus flava",38,297,436,"12651*H, Tree 5","12651*H","Tree 5",42.3035604,-71.12143904,49.1,"Linden North Woods Route"
1172,"Aesculus","flava","yellow buckeye",85756,500,"Flowers or flower buds",119,"Aesculus flava",38,297,436,"12651*H, Tree 5","12651*H","Tree 5",42.3035604,-71.12143904,49.1,"Linden North Woods Route"
1172,"Aesculus","flava","yellow buckeye",85756,501,"Open flowers",127,"Aesculus flava",38,297,265,"12651*H, Tree 5","12651*H","Tree 5",42.3035604,-71.12143904,49.1,"Linden North Woods Route"
1172,"Aesculus","flava","yellow buckeye",85757,371,"Breaking leaf buds",107,"Aesculus flava",75,297,419,"12651*I, Tree 9","12651*I","Tree 9",42.2931417,-71.12879258,59.2,"Peters Hill Route"
1172,"Aesculus","flava","yellow buckeye",85757,467,"Increasing leaf size",114,"Aesculus flava",75,297,441,"12651*I, Tree 9","12651*I","Tree 9",42.2931417,-71.12879258,59.2,"Peters Hill Route"
1172,"Aesculus","flava","yellow buckeye",85757,471,"Falling leaves",256,"Aesculus flava",75,297,428,"12651*I, Tree 9","12651*I","Tree 9",42.2931417,-71.12879258,59.2,"Peters Hill Route"
1172,"Aesculus","flava","yellow buckeye",85757,471,"Falling leaves",270,"Aesculus flava",75,297,428,"12651*I, Tree 9","12651*I","Tree 9",42.2931417,-71.12879258,59.2,"Peters Hill Route"
1172,"Aesculus","flava","yellow buckeye",85757,471,"Falling leaves",302,"Aesculus flava",75,297,428,"12651*I, Tree 9","12651*I","Tree 9",42.2931417,-71.12879258,59.2,"Peters Hill Route"
1172,"Aesculus","flava","yellow buckeye",85757,483,"Leaves",114,"Aesculus flava",75,297,592,"12651*I, Tree 9","12651*I","Tree 9",42.2931417,-71.12879258,59.2,"Peters Hill Route"
1172,"Aesculus","flava","yellow buckeye",85757,483,"Leaves",126,"Aesculus flava",75,297,592,"12651*I, Tree 9","12651*I","Tree 9",42.2931417,-71.12879258,59.2,"Peters Hill Route"
1172,"Aesculus","flava","yellow buckeye",85757,498,"Colored leaves",247,"Aesculus flava",75,297,440,"12651*I, Tree 9","12651*I","Tree 9",42.2931417,-71.12879258,59.2,"Peters Hill Route"
1172,"Aesculus","flava","yellow buckeye",85757,498,"Colored leaves",254,"Aesculus flava",75,297,440,"12651*I, Tree 9","12651*I","Tree 9",42.2931417,-71.12879258,59.2,"Peters Hill Route"
1172,"Aesculus","flava","yellow buckeye",85757,498,"Colored leaves",270,"Aesculus flava",75,297,440,"12651*I, Tree 9","12651*I","Tree 9",42.2931417,-71.12879258,59.2,"Peters Hill Route"
1172,"Aesculus","flava","yellow buckeye",85757,504,"Recent fruit or seed drop",241,"Aesculus flava",75,297,271,"12651*I, Tree 9","12651*I","Tree 9",42.2931417,-71.12879258,59.2,"Peters Hill Route"
1172,"Aesculus","flava","yellow buckeye",85757,504,"Recent fruit or seed drop",267,"Aesculus flava",75,297,271,"12651*I, Tree 9","12651*I","Tree 9",42.2931417,-71.12879258,59.2,"Peters Hill Route"
1172,"Aesculus","flava","yellow buckeye",85757,516,"Fruits",254,"Aesculus flava",75,297,529,"12651*I, Tree 9","12651*I","Tree 9",42.2931417,-71.12879258,59.2,"Peters Hill Route"
1172,"Aesculus","flava","yellow buckeye",85758,371,"Breaking leaf buds",101,"Aesculus flava",77,297,419,"925-79*B, Tree 4","925-79*B","Tree 4",42.30391297,-71.12232333,44.5,"Linden North Woods Route"
1172,"Aesculus","flava","yellow buckeye",85758,371,"Breaking leaf buds",108,"Aesculus flava",77,297,419,"925-79*B, Tree 4","925-79*B","Tree 4",42.30391297,-71.12232333,44.5,"Linden North Woods Route"
1172,"Aesculus","flava","yellow buckeye",85758,467,"Increasing leaf size",108,"Aesculus flava",77,297,441,"925-79*B, Tree 4","925-79*B","Tree 4",42.30391297,-71.12232333,44.5,"Linden North Woods Route"
1172,"Aesculus","flava","yellow buckeye",85758,483,"Leaves",108,"Aesculus flava",77,297,592,"925-79*B, Tree 4","925-79*B","Tree 4",42.30391297,-71.12232333,44.5,"Linden North Woods Route"
1172,"Aesculus","flava","yellow buckeye",85758,500,"Flowers or flower buds",108,"Aesculus flava",77,297,436,"925-79*B, Tree 4","925-79*B","Tree 4",42.30391297,-71.12232333,44.5,"Linden North Woods Route"
1172,"Aesculus","flava","yellow buckeye",85758,501,"Open flowers",119,"Aesculus flava",77,297,265,"925-79*B, Tree 4","925-79*B","Tree 4",42.30391297,-71.12232333,44.5,"Linden North Woods Route"
1172,"Aesculus","flava","yellow buckeye",85758,516,"Fruits",136,"Aesculus flava",77,297,529,"925-79*B, Tree 4","925-79*B","Tree 4",42.30391297,-71.12232333,44.5,"Linden North Woods Route"
97,"Betula","alleghaniensis","yellow birch",85759,371,"Breaking leaf buds",102,"Betula alleghaniensis",149,598,419,"12843*A, Tree 6","12843*A","Tree 6",42.3020682,-71.12386246,73.8,"Birch Route"
97,"Betula","alleghaniensis","yellow birch",85759,371,"Breaking leaf buds",110,"Betula alleghaniensis",149,598,419,"12843*A, Tree 6","12843*A","Tree 6",42.3020682,-71.12386246,73.8,"Birch Route"
97,"Betula","alleghaniensis","yellow birch",85759,371,"Breaking leaf buds",125,"Betula alleghaniensis",149,598,419,"12843*A, Tree 6","12843*A","Tree 6",42.3020682,-71.12386246,73.8,"Birch Route"
97,"Betula","alleghaniensis","yellow birch",85759,371,"Breaking leaf buds",133,"Betula alleghaniensis",149,598,419,"12843*A, Tree 6","12843*A","Tree 6",42.3020682,-71.12386246,73.8,"Birch Route"
97,"Betula","alleghaniensis","yellow birch",85759,371,"Breaking leaf buds",167,"Betula alleghaniensis",149,598,419,"12843*A, Tree 6","12843*A","Tree 6",42.3020682,-71.12386246,73.8,"Birch Route"
97,"Betula","alleghaniensis","yellow birch",85759,390,"Ripe fruits",259,"Betula alleghaniensis",149,598,274,"12843*A, Tree 6","12843*A","Tree 6",42.3020682,-71.12386246,73.8,"Birch Route"
97,"Betula","alleghaniensis","yellow birch",85759,390,"Ripe fruits",289,"Betula alleghaniensis",149,598,274,"12843*A, Tree 6","12843*A","Tree 6",42.3020682,-71.12386246,73.8,"Birch Route"
97,"Betula","alleghaniensis","yellow birch",85759,467,"Increasing leaf size",117,"Betula alleghaniensis",149,598,441,"12843*A, Tree 6","12843*A","Tree 6",42.3020682,-71.12386246,73.8,"Birch Route"
97,"Betula","alleghaniensis","yellow birch",85759,467,"Increasing leaf size",133,"Betula alleghaniensis",149,598,441,"12843*A, Tree 6","12843*A","Tree 6",42.3020682,-71.12386246,73.8,"Birch Route"
97,"Betula","alleghaniensis","yellow birch",85759,471,"Falling leaves",251,"Betula alleghaniensis",149,598,428,"12843*A, Tree 6","12843*A","Tree 6",42.3020682,-71.12386246,73.8,"Birch Route"
97,"Betula","alleghaniensis","yellow birch",85759,471,"Falling leaves",276,"Betula alleghaniensis",149,598,428,"12843*A, Tree 6","12843*A","Tree 6",42.3020682,-71.12386246,73.8,"Birch Route"
97,"Betula","alleghaniensis","yellow birch",85759,483,"Leaves",117,"Betula alleghaniensis",149,598,592,"12843*A, Tree 6","12843*A","Tree 6",42.3020682,-71.12386246,73.8,"Birch Route"
97,"Betula","alleghaniensis","yellow birch",85759,483,"Leaves",289,"Betula alleghaniensis",149,598,592,"12843*A, Tree 6","12843*A","Tree 6",42.3020682,-71.12386246,73.8,"Birch Route"
97,"Betula","alleghaniensis","yellow birch",85759,498,"Colored leaves",242,"Betula alleghaniensis",149,598,440,"12843*A, Tree 6","12843*A","Tree 6",42.3020682,-71.12386246,73.8,"Birch Route"
97,"Betula","alleghaniensis","yellow birch",85759,498,"Colored leaves",276,"Betula alleghaniensis",149,598,440,"12843*A, Tree 6","12843*A","Tree 6",42.3020682,-71.12386246,73.8,"Birch Route"
97,"Betula","alleghaniensis","yellow birch",85759,500,"Flowers or flower buds",118,"Betula alleghaniensis",149,598,436,"12843*A, Tree 6","12843*A","Tree 6",42.3020682,-71.12386246,73.8,"Birch Route"
97,"Betula","alleghaniensis","yellow birch",85759,500,"Flowers or flower buds",123,"Betula alleghaniensis",149,598,436,"12843*A, Tree 6","12843*A","Tree 6",42.3020682,-71.12386246,73.8,"Birch Route"
97,"Betula","alleghaniensis","yellow birch",85759,500,"Flowers or flower buds",133,"Betula alleghaniensis",149,598,436,"12843*A, Tree 6","12843*A","Tree 6",42.3020682,-71.12386246,73.8,"Birch Route"
97,"Betula","alleghaniensis","yellow birch",85759,501,"Open flowers",118,"Betula alleghaniensis",149,598,265,"12843*A, Tree 6","12843*A","Tree 6",42.3020682,-71.12386246,73.8,"Birch Route"
97,"Betula","alleghaniensis","yellow birch",85759,501,"Open flowers",133,"Betula alleghaniensis",149,598,265,"12843*A, Tree 6","12843*A","Tree 6",42.3020682,-71.12386246,73.8,"Birch Route"
97,"Betula","alleghaniensis","yellow birch",85759,516,"Fruits",156,"Betula alleghaniensis",149,598,529,"12843*A, Tree 6","12843*A","Tree 6",42.3020682,-71.12386246,73.8,"Birch Route"
97,"Betula","alleghaniensis","yellow birch",85759,516,"Fruits",225,"Betula alleghaniensis",149,598,529,"12843*A, Tree 6","12843*A","Tree 6",42.3020682,-71.12386246,73.8,"Birch Route"
97,"Betula","alleghaniensis","yellow birch",85759,516,"Fruits",241,"Betula alleghaniensis",149,598,529,"12843*A, Tree 6","12843*A","Tree 6",42.3020682,-71.12386246,73.8,"Birch Route"
97,"Betula","alleghaniensis","yellow birch",85759,516,"Fruits",257,"Betula alleghaniensis",149,598,529,"12843*A, Tree 6","12843*A","Tree 6",42.3020682,-71.12386246,73.8,"Birch Route"
97,"Betula","alleghaniensis","yellow birch",85759,516,"Fruits",279,"Betula alleghaniensis",149,598,529,"12843*A, Tree 6","12843*A","Tree 6",42.3020682,-71.12386246,73.8,"Birch Route"
97,"Betula","alleghaniensis","yellow birch",85759,516,"Fruits",312,"Betula alleghaniensis",149,598,529,"12843*A, Tree 6","12843*A","Tree 6",42.3020682,-71.12386246,73.8,"Birch Route"
97,"Betula","alleghaniensis","yellow birch",85761,371,"Breaking leaf buds",102,"Betula alleghaniensis",102,598,419,"12843*D, Tree 7","12843*D","Tree 7",42.30204101,-71.12388059,70.9,"Birch Route"
97,"Betula","alleghaniensis","yellow birch",85761,371,"Breaking leaf buds",118,"Betula alleghaniensis",102,598,419,"12843*D, Tree 7","12843*D","Tree 7",42.30204101,-71.12388059,70.9,"Birch Route"
97,"Betula","alleghaniensis","yellow birch",85761,467,"Increasing leaf size",119,"Betula alleghaniensis",102,598,441,"12843*D, Tree 7","12843*D","Tree 7",42.30204101,-71.12388059,70.9,"Birch Route"
97,"Betula","alleghaniensis","yellow birch",85761,467,"Increasing leaf size",144,"Betula alleghaniensis",102,598,441,"12843*D, Tree 7","12843*D","Tree 7",42.30204101,-71.12388059,70.9,"Birch Route"
97,"Betula","alleghaniensis","yellow birch",85761,467,"Increasing leaf size",164,"Betula alleghaniensis",102,598,441,"12843*D, Tree 7","12843*D","Tree 7",42.30204101,-71.12388059,70.9,"Birch Route"
97,"Betula","alleghaniensis","yellow birch",85761,471,"Falling leaves",242,"Betula alleghaniensis",102,598,428,"12843*D, Tree 7","12843*D","Tree 7",42.30204101,-71.12388059,70.9,"Birch Route"
97,"Betula","alleghaniensis","yellow birch",85761,471,"Falling leaves",276,"Betula alleghaniensis",102,598,428,"12843*D, Tree 7","12843*D","Tree 7",42.30204101,-71.12388059,70.9,"Birch Route"
97,"Betula","alleghaniensis","yellow birch",85761,483,"Leaves",118,"Betula alleghaniensis",102,598,592,"12843*D, Tree 7","12843*D","Tree 7",42.30204101,-71.12388059,70.9,"Birch Route"
97,"Betula","alleghaniensis","yellow birch",85761,498,"Colored leaves",242,"Betula alleghaniensis",102,598,440,"12843*D, Tree 7","12843*D","Tree 7",42.30204101,-71.12388059,70.9,"Birch Route"
97,"Betula","alleghaniensis","yellow birch",85761,498,"Colored leaves",276,"Betula alleghaniensis",102,598,440,"12843*D, Tree 7","12843*D","Tree 7",42.30204101,-71.12388059,70.9,"Birch Route"
97,"Betula","alleghaniensis","yellow birch",85761,500,"Flowers or flower buds",118,"Betula alleghaniensis",102,598,436,"12843*D, Tree 7","12843*D","Tree 7",42.30204101,-71.12388059,70.9,"Birch Route"
97,"Betula","alleghaniensis","yellow birch",85761,501,"Open flowers",118,"Betula alleghaniensis",102,598,265,"12843*D, Tree 7","12843*D","Tree 7",42.30204101,-71.12388059,70.9,"Birch Route"
97,"Betula","alleghaniensis","yellow birch",85761,501,"Open flowers",133,"Betula alleghaniensis",102,598,265,"12843*D, Tree 7","12843*D","Tree 7",42.30204101,-71.12388059,70.9,"Birch Route"
97,"Betula","alleghaniensis","yellow birch",85761,516,"Fruits",149,"Betula alleghaniensis",102,598,529,"12843*D, Tree 7","12843*D","Tree 7",42.30204101,-71.12388059,70.9,"Birch Route"
97,"Betula","alleghaniensis","yellow birch",85761,516,"Fruits",241,"Betula alleghaniensis",102,598,529,"12843*D, Tree 7","12843*D","Tree 7",42.30204101,-71.12388059,70.9,"Birch Route"
97,"Betula","alleghaniensis","yellow birch",85761,516,"Fruits",257,"Betula alleghaniensis",102,598,529,"12843*D, Tree 7","12843*D","Tree 7",42.30204101,-71.12388059,70.9,"Birch Route"
97,"Betula","alleghaniensis","yellow birch",85762,371,"Breaking leaf buds",102,"Betula alleghaniensis",132,598,419,"12843*E, Tree 9","12843*E","Tree 9",42.30194578,-71.12374252,56.2,"Birch Route"
97,"Betula","alleghaniensis","yellow birch",85762,371,"Breaking leaf buds",120,"Betula alleghaniensis",132,598,419,"12843*E, Tree 9","12843*E","Tree 9",42.30194578,-71.12374252,56.2,"Birch Route"
97,"Betula","alleghaniensis","yellow birch",85762,371,"Breaking leaf buds",133,"Betula alleghaniensis",132,598,419,"12843*E, Tree 9","12843*E","Tree 9",42.30194578,-71.12374252,56.2,"Birch Route"
97,"Betula","alleghaniensis","yellow birch",85762,390,"Ripe fruits",251,"Betula alleghaniensis",132,598,274,"12843*E, Tree 9","12843*E","Tree 9",42.30194578,-71.12374252,56.2,"Birch Route"
97,"Betula","alleghaniensis","yellow birch",85762,467,"Increasing leaf size",117,"Betula alleghaniensis",132,598,441,"12843*E, Tree 9","12843*E","Tree 9",42.30194578,-71.12374252,56.2,"Birch Route"
97,"Betula","alleghaniensis","yellow birch",85762,467,"Increasing leaf size",156,"Betula alleghaniensis",132,598,441,"12843*E, Tree 9","12843*E","Tree 9",42.30194578,-71.12374252,56.2,"Birch Route"
97,"Betula","alleghaniensis","yellow birch",85762,467,"Increasing leaf size",184,"Betula alleghaniensis",132,598,441,"12843*E, Tree 9","12843*E","Tree 9",42.30194578,-71.12374252,56.2,"Birch Route"
97,"Betula","alleghaniensis","yellow birch",85762,471,"Falling leaves",242,"Betula alleghaniensis",132,598,428,"12843*E, Tree 9","12843*E","Tree 9",42.30194578,-71.12374252,56.2,"Birch Route"
97,"Betula","alleghaniensis","yellow birch",85762,471,"Falling leaves",273,"Betula alleghaniensis",132,598,428,"12843*E, Tree 9","12843*E","Tree 9",42.30194578,-71.12374252,56.2,"Birch Route"
97,"Betula","alleghaniensis","yellow birch",85762,483,"Leaves",117,"Betula alleghaniensis",132,598,592,"12843*E, Tree 9","12843*E","Tree 9",42.30194578,-71.12374252,56.2,"Birch Route"
97,"Betula","alleghaniensis","yellow birch",85762,498,"Colored leaves",242,"Betula alleghaniensis",132,598,440,"12843*E, Tree 9","12843*E","Tree 9",42.30194578,-71.12374252,56.2,"Birch Route"
