"Genus","Species","Scientific_Names","Common_Name","Individual_ID","Phenophase_Description","ObservedBy_Person_ID","Plant_Nickname","Plant_ID","Species_Nickname","Latitude","Longitude","DBH(cm)","Route_Name","indiv_obs#","spp_obs#","pheno_obs#","pheno_spp_obs#","pheno_indiv_obs#"
"Acer","saccharum","Acer saccharum","sugar maple",92208,"flowers","'26428'","12565*C, Tree 4","12565*C","Tree 4",42.30346585,-71.12008242,97.6,"Maple Route",178,1014,1657,91,19
"Acer","saccharum","Acer saccharum","sugar maple",92208,"Open flowers","'26428'","12565*C, Tree 4","12565*C","Tree 4",42.30346585,-71.12008242,97.6,"Maple Route",178,1014,1025,63,12
"Acer","saccharum","Acer saccharum","sugar maple",92208,"Pollen release (flowers)","'26428'","12565*C, Tree 4","12565*C","Tree 4",42.30346585,-71.12008242,97.6,"Maple Route",178,1014,559,51,10
"Acer","saccharum","Acer saccharum","sugar maple",92208,"Recent fruit or seed drop","'19414'","12565*C, Tree 4","12565*C","Tree 4",42.30346585,-71.12008242,97.6,"Maple Route",178,1014,1176,99,14
"Acer","saccharum","Acer saccharum","sugar maple",92208,"Recent fruit or seed drop","'19414'","12565*C, Tree 4","12565*C","Tree 4",42.30346585,-71.12008242,97.6,"Maple Route",178,1014,1176,99,14
"Acer","saccharum","Acer saccharum","sugar maple",92209,"budburst","'26232'","689-2010*A, Tree 7","689-2010*A","Tree 7",42.2917509,-71.12781479,73.5,"Peters Hill Route",212,1014,1600,103,22
"Acer","saccharum","Acer saccharum","sugar maple",92209,"Ripe fruits","'26122'","689-2010*A, Tree 7","689-2010*A","Tree 7",42.2917509,-71.12781479,73.5,"Peters Hill Route",212,1014,1208,72,10
"Acer","saccharum","Acer saccharum","sugar maple",92209,"Increasing leaf size","'26122'","689-2010*A, Tree 7","689-2010*A","Tree 7",42.2917509,-71.12781479,73.5,"Peters Hill Route",212,1014,1793,159,40
"Acer","saccharum","Acer saccharum","sugar maple",92209,"Increasing leaf size","'26122'","689-2010*A, Tree 7","689-2010*A","Tree 7",42.2917509,-71.12781479,73.5,"Peters Hill Route",212,1014,1793,159,40
"Acer","saccharum","Acer saccharum","sugar maple",92209,"leaf drop","'25733'","689-2010*A, Tree 7","689-2010*A","Tree 7",42.2917509,-71.12781479,73.5,"Peters Hill Route",212,1014,1312,91,18
"Acer","saccharum","Acer saccharum","sugar maple",92209,"leaf drop","'19414'","689-2010*A, Tree 7","689-2010*A","Tree 7",42.2917509,-71.12781479,73.5,"Peters Hill Route",212,1014,1312,91,18
"Acer","saccharum","Acer saccharum","sugar maple",92209,"leafout","'25733,19414,26232,26122,26321'","689-2010*A, Tree 7","689-2010*A","Tree 7",42.2917509,-71.12781479,73.5,"Peters Hill Route",212,1014,1004,99,25
"Acer","saccharum","Acer saccharum","sugar maple",92209,"Colored leaves","'25733'","689-2010*A, Tree 7","689-2010*A","Tree 7",42.2917509,-71.12781479,73.5,"Peters Hill Route",212,1014,1192,91,24
"Acer","saccharum","Acer saccharum","sugar maple",92209,"Colored leaves","'26122'","689-2010*A, Tree 7","689-2010*A","Tree 7",42.2917509,-71.12781479,73.5,"Peters Hill Route",212,1014,1192,91,24
"Acer","saccharum","Acer saccharum","sugar maple",92209,"Colored leaves","'19414,26122'","689-2010*A, Tree 7","689-2010*A","Tree 7",42.2917509,-71.12781479,73.5,"Peters Hill Route",212,1014,1192,91,24
"Acer","saccharum","Acer saccharum","sugar maple",92209,"Recent fruit or seed drop","'26122'","689-2010*A, Tree 7","689-2010*A","Tree 7",42.2917509,-71.12781479,73.5,"Peters Hill Route",212,1014,1176,99,26
"Acer","saccharum","Acer saccharum","sugar maple",92209,"Recent fruit or seed drop","'19414,26122'","689-2010*A, Tree 7","689-2010*A","Tree 7",42.2917509,-71.12781479,73.5,"Peters Hill Route",212,1014,1176,99,26
"Acer","saccharum","Acer saccharum","sugar maple",92209,"Fruits","'26122'","689-2010*A, Tree 7","689-2010*A","Tree 7",42.2917509,-71.12781479,73.5,"Peters Hill Route",212,1014,1722,95,7
"Aesculus","flava","Aesculus flava","yellow buckeye",85751,"budburst","'29262'","12651*C, Tree 7","12651*C","Tree 7",42.30355576,-71.1212595,35.3,"Linden North Woods Route",140,829,1600,81,15
"Aesculus","flava","Aesculus flava","yellow buckeye",85751,"budburst","'29374,28846,29240,19414,29262'","12651*C, Tree 7","12651*C","Tree 7",42.30355576,-71.1212595,35.3,"Linden North Woods Route",140,829,1600,81,15
"Aesculus","flava","Aesculus flava","yellow buckeye",85751,"budburst","'30408'","12651*C, Tree 7","12651*C","Tree 7",42.30355576,-71.1212595,35.3,"Linden North Woods Route",140,829,1600,81,15
"Aesculus","flava","Aesculus flava","yellow buckeye",85751,"budburst","'28846'","12651*C, Tree 7","12651*C","Tree 7",42.30355576,-71.1212595,35.3,"Linden North Woods Route",140,829,1600,81,15
"Aesculus","flava","Aesculus flava","yellow buckeye",85751,"budburst","'29374'","12651*C, Tree 7","12651*C","Tree 7",42.30355576,-71.1212595,35.3,"Linden North Woods Route",140,829,1600,81,15
"Aesculus","flava","Aesculus flava","yellow buckeye",85751,"Ripe fruits","'30617'","12651*C, Tree 7","12651*C","Tree 7",42.30355576,-71.1212595,35.3,"Linden North Woods Route",140,829,1208,70,12
"Aesculus","flava","Aesculus flava","yellow buckeye",85751,"Ripe fruits","'28846,31879'","12651*C, Tree 7","12651*C","Tree 7",42.30355576,-71.1212595,35.3,"Linden North Woods Route",140,829,1208,70,12
"Aesculus","flava","Aesculus flava","yellow buckeye",85751,"Increasing leaf size","'29240'","12651*C, Tree 7","12651*C","Tree 7",42.30355576,-71.1212595,35.3,"Linden North Woods Route",140,829,1793,112,16
"Aesculus","flava","Aesculus flava","yellow buckeye",85751,"Increasing leaf size","'29240,28810,29262,30408,28846,29374'","12651*C, Tree 7","12651*C","Tree 7",42.30355576,-71.1212595,35.3,"Linden North Woods Route",140,829,1793,112,16
"Aesculus","flava","Aesculus flava","yellow buckeye",85751,"Increasing leaf size","'30522'","12651*C, Tree 7","12651*C","Tree 7",42.30355576,-71.1212595,35.3,"Linden North Woods Route",140,829,1793,112,16
"Aesculus","flava","Aesculus flava","yellow buckeye",85751,"Increasing leaf size","'30642'","12651*C, Tree 7","12651*C","Tree 7",42.30355576,-71.1212595,35.3,"Linden North Woods Route",140,829,1793,112,16
"Aesculus","flava","Aesculus flava","yellow buckeye",85751,"leaf drop","'30617'","12651*C, Tree 7","12651*C","Tree 7",42.30355576,-71.1212595,35.3,"Linden North Woods Route",140,829,1312,93,15
"Aesculus","flava","Aesculus flava","yellow buckeye",85751,"leaf drop","'31879,28846'","12651*C, Tree 7","12651*C","Tree 7",42.30355576,-71.1212595,35.3,"Linden North Woods Route",140,829,1312,93,15
"Aesculus","flava","Aesculus flava","yellow buckeye",85751,"leaf drop","'31879,30617'","12651*C, Tree 7","12651*C","Tree 7",42.30355576,-71.1212595,35.3,"Linden North Woods Route",140,829,1312,93,15
"Aesculus","flava","Aesculus flava","yellow buckeye",85751,"leafout","'28846'","12651*C, Tree 7","12651*C","Tree 7",42.30355576,-71.1212595,35.3,"Linden North Woods Route",140,829,1004,70,14
"Aesculus","flava","Aesculus flava","yellow buckeye",85751,"leafout","'29240,19414,29262,29374,28810,30408,28846,30522,30642,30617,31879'","12651*C, Tree 7","12651*C","Tree 7",42.30355576,-71.1212595,35.3,"Linden North Woods Route",140,829,1004,70,14
"Aesculus","flava","Aesculus flava","yellow buckeye",85751,"leafout","'31879,30617'","12651*C, Tree 7","12651*C","Tree 7",42.30355576,-71.1212595,35.3,"Linden North Woods Route",140,829,1004,70,14
"Aesculus","flava","Aesculus flava","yellow buckeye",85751,"Colored leaves","'30617'","12651*C, Tree 7","12651*C","Tree 7",42.30355576,-71.1212595,35.3,"Linden North Woods Route",140,829,1192,98,15
"Aesculus","flava","Aesculus flava","yellow buckeye",85751,"Colored leaves","'28846,31879'","12651*C, Tree 7","12651*C","Tree 7",42.30355576,-71.1212595,35.3,"Linden North Woods Route",140,829,1192,98,15
"Aesculus","flava","Aesculus flava","yellow buckeye",85751,"Colored leaves","'31879,30617'","12651*C, Tree 7","12651*C","Tree 7",42.30355576,-71.1212595,35.3,"Linden North Woods Route",140,829,1192,98,15
"Aesculus","flava","Aesculus flava","yellow buckeye",85751,"flowers","'19414,29240,29262,29374,28810'","12651*C, Tree 7","12651*C","Tree 7",42.30355576,-71.1212595,35.3,"Linden North Woods Route",140,829,1657,69,10
"Aesculus","flava","Aesculus flava","yellow buckeye",85751,"flowers","'29262,28846,29240,29374,30408,30522'","12651*C, Tree 7","12651*C","Tree 7",42.30355576,-71.1212595,35.3,"Linden North Woods Route",140,829,1657,69,10
"Aesculus","flava","Aesculus flava","yellow buckeye",85751,"Open flowers","'29374'","12651*C, Tree 7","12651*C","Tree 7",42.30355576,-71.1212595,35.3,"Linden North Woods Route",140,829,1025,63,9
"Aesculus","flava","Aesculus flava","yellow buckeye",85751,"Open flowers","'29374,29240,28846,30408,30522,30642'","12651*C, Tree 7","12651*C","Tree 7",42.30355576,-71.1212595,35.3,"Linden North Woods Route",140,829,1025,63,9
"Aesculus","flava","Aesculus flava","yellow buckeye",85751,"Recent fruit or seed drop","'29240'","12651*C, Tree 7","12651*C","Tree 7",42.30355576,-71.1212595,35.3,"Linden North Woods Route",140,829,1176,76,12
"Aesculus","flava","Aesculus flava","yellow buckeye",85751,"Recent fruit or seed drop","'30617'","12651*C, Tree 7","12651*C","Tree 7",42.30355576,-71.1212595,35.3,"Linden North Woods Route",140,829,1176,76,12
"Aesculus","flava","Aesculus flava","yellow buckeye",85751,"Recent fruit or seed drop","'28846,31879'","12651*C, Tree 7","12651*C","Tree 7",42.30355576,-71.1212595,35.3,"Linden North Woods Route",140,829,1176,76,12
"Aesculus","flava","Aesculus flava","yellow buckeye",85751,"Recent fruit or seed drop","'31879,30617'","12651*C, Tree 7","12651*C","Tree 7",42.30355576,-71.1212595,35.3,"Linden North Woods Route",140,829,1176,76,12
"Aesculus","flava","Aesculus flava","yellow buckeye",85751,"Fruits","'30642,29240'","12651*C, Tree 7","12651*C","Tree 7",42.30355576,-71.1212595,35.3,"Linden North Woods Route",140,829,1722,97,22
"Aesculus","flava","Aesculus flava","yellow buckeye",85751,"Fruits","'28846,29240,30617,31879'","12651*C, Tree 7","12651*C","Tree 7",42.30355576,-71.1212595,35.3,"Linden North Woods Route",140,829,1722,97,22
"Aesculus","flava","Aesculus flava","yellow buckeye",85755,"budburst","'29262'","12651*D, Tree 6","12651*D","Tree 6",42.30351523,-71.12133382,60.2,"Linden North Woods Route",126,829,1600,81,15
"Aesculus","flava","Aesculus flava","yellow buckeye",85755,"budburst","'29374'","12651*D, Tree 6","12651*D","Tree 6",42.30351523,-71.12133382,60.2,"Linden North Woods Route",126,829,1600,81,15
"Aesculus","flava","Aesculus flava","yellow buckeye",85755,"budburst","'29262,26428,29369,29240,29374'","12651*D, Tree 6","12651*D","Tree 6",42.30351523,-71.12133382,60.2,"Linden North Woods Route",126,829,1600,81,15
"Aesculus","flava","Aesculus flava","yellow buckeye",85755,"budburst","'26428,28810,29262,30408'","12651*D, Tree 6","12651*D","Tree 6",42.30351523,-71.12133382,60.2,"Linden North Woods Route",126,829,1600,81,15
"Aesculus","flava","Aesculus flava","yellow buckeye",85755,"budburst","'28846'","12651*D, Tree 6","12651*D","Tree 6",42.30351523,-71.12133382,60.2,"Linden North Woods Route",126,829,1600,81,15
"Aesculus","flava","Aesculus flava","yellow buckeye",85755,"budburst","'29374'","12651*D, Tree 6","12651*D","Tree 6",42.30351523,-71.12133382,60.2,"Linden North Woods Route",126,829,1600,81,15
"Aesculus","flava","Aesculus flava","yellow buckeye",85755,"Ripe fruits","'30617,28846,29369,31879'","12651*D, Tree 6","12651*D","Tree 6",42.30351523,-71.12133382,60.2,"Linden North Woods Route",126,829,1208,70,9
"Aesculus","flava","Aesculus flava","yellow buckeye",85755,"Ripe fruits","'30617'","12651*D, Tree 6","12651*D","Tree 6",42.30351523,-71.12133382,60.2,"Linden North Woods Route",126,829,1208,70,9
"Aesculus","flava","Aesculus flava","yellow buckeye",85755,"Increasing leaf size","'26428,29369,29240,28810,29262,30408,28846,29374'","12651*D, Tree 6","12651*D","Tree 6",42.30351523,-71.12133382,60.2,"Linden North Woods Route",126,829,1793,112,16
"Aesculus","flava","Aesculus flava","yellow buckeye",85755,"Increasing leaf size","'30408,30522,29240,29369'","12651*D, Tree 6","12651*D","Tree 6",42.30351523,-71.12133382,60.2,"Linden North Woods Route",126,829,1793,112,16
"Aesculus","flava","Aesculus flava","yellow buckeye",85755,"Increasing leaf size","'30642'","12651*D, Tree 6","12651*D","Tree 6",42.30351523,-71.12133382,60.2,"Linden North Woods Route",126,829,1793,112,16
"Aesculus","flava","Aesculus flava","yellow buckeye",85755,"Increasing leaf size","'29369'","12651*D, Tree 6","12651*D","Tree 6",42.30351523,-71.12133382,60.2,"Linden North Woods Route",126,829,1793,112,16
"Aesculus","flava","Aesculus flava","yellow buckeye",85755,"Increasing leaf size","'29369'","12651*D, Tree 6","12651*D","Tree 6",42.30351523,-71.12133382,60.2,"Linden North Woods Route",126,829,1793,112,16
"Aesculus","flava","Aesculus flava","yellow buckeye",85755,"Increasing leaf size","'29369'","12651*D, Tree 6","12651*D","Tree 6",42.30351523,-71.12133382,60.2,"Linden North Woods Route",126,829,1793,112,16
"Aesculus","flava","Aesculus flava","yellow buckeye",85755,"Increasing leaf size","'29369'","12651*D, Tree 6","12651*D","Tree 6",42.30351523,-71.12133382,60.2,"Linden North Woods Route",126,829,1793,112,16
"Aesculus","flava","Aesculus flava","yellow buckeye",85755,"Increasing leaf size","'29369'","12651*D, Tree 6","12651*D","Tree 6",42.30351523,-71.12133382,60.2,"Linden North Woods Route",126,829,1793,112,16
"Aesculus","flava","Aesculus flava","yellow buckeye",85755,"Increasing leaf size","'29369'","12651*D, Tree 6","12651*D","Tree 6",42.30351523,-71.12133382,60.2,"Linden North Woods Route",126,829,1793,112,16
"Aesculus","flava","Aesculus flava","yellow buckeye",85755,"leaf drop","'28846'","12651*D, Tree 6","12651*D","Tree 6",42.30351523,-71.12133382,60.2,"Linden North Woods Route",126,829,1312,93,16
"Aesculus","flava","Aesculus flava","yellow buckeye",85755,"leaf drop","'29105'","12651*D, Tree 6","12651*D","Tree 6",42.30351523,-71.12133382,60.2,"Linden North Woods Route",126,829,1312,93,16
"Aesculus","flava","Aesculus flava","yellow buckeye",85755,"leaf drop","'31879,29369,28846'","12651*D, Tree 6","12651*D","Tree 6",42.30351523,-71.12133382,60.2,"Linden North Woods Route",126,829,1312,93,16
"Aesculus","flava","Aesculus flava","yellow buckeye",85755,"leaf drop","'31879,30617'","12651*D, Tree 6","12651*D","Tree 6",42.30351523,-71.12133382,60.2,"Linden North Woods Route",126,829,1312,93,16
"Aesculus","flava","Aesculus flava","yellow buckeye",85755,"leafout","'26428,29369,29240,29374,28810,29262,30408,28846'","12651*D, Tree 6","12651*D","Tree 6",42.30351523,-71.12133382,60.2,"Linden North Woods Route",126,829,1004,70,10
"Aesculus","flava","Aesculus flava","yellow buckeye",85755,"leafout","'30522,29240,29369,28846,26428,30642,29105,30617,31879'","12651*D, Tree 6","12651*D","Tree 6",42.30351523,-71.12133382,60.2,"Linden North Woods Route",126,829,1004,70,10
"Aesculus","flava","Aesculus flava","yellow buckeye",85755,"Colored leaves","'29240'","12651*D, Tree 6","12651*D","Tree 6",42.30351523,-71.12133382,60.2,"Linden North Woods Route",126,829,1192,98,20
"Aesculus","flava","Aesculus flava","yellow buckeye",85755,"Colored leaves","'29105,30617,28846'","12651*D, Tree 6","12651*D","Tree 6",42.30351523,-71.12133382,60.2,"Linden North Woods Route",126,829,1192,98,20
"Aesculus","flava","Aesculus flava","yellow buckeye",85755,"Colored leaves","'28846,29369,31879,30617'","12651*D, Tree 6","12651*D","Tree 6",42.30351523,-71.12133382,60.2,"Linden North Woods Route",126,829,1192,98,20
"Aesculus","flava","Aesculus flava","yellow buckeye",85755,"flowers","'29240,29374,26428,28810,29262,29369,30408,28846,30522'","12651*D, Tree 6","12651*D","Tree 6",42.30351523,-71.12133382,60.2,"Linden North Woods Route",126,829,1657,69,7
"Aesculus","flava","Aesculus flava","yellow buckeye",85755,"Open flowers","'29374'","12651*D, Tree 6","12651*D","Tree 6",42.30351523,-71.12133382,60.2,"Linden North Woods Route",126,829,1025,63,10
"Aesculus","flava","Aesculus flava","yellow buckeye",85755,"Open flowers","'29374,29240,28846,29369,26428,30408,30522'","12651*D, Tree 6","12651*D","Tree 6",42.30351523,-71.12133382,60.2,"Linden North Woods Route",126,829,1025,63,10
"Aesculus","flava","Aesculus flava","yellow buckeye",85755,"Recent fruit or seed drop","'29240'","12651*D, Tree 6","12651*D","Tree 6",42.30351523,-71.12133382,60.2,"Linden North Woods Route",126,829,1176,76,8
"Aesculus","flava","Aesculus flava","yellow buckeye",85755,"Recent fruit or seed drop","'29105,30617,28846,29369,31879'","12651*D, Tree 6","12651*D","Tree 6",42.30351523,-71.12133382,60.2,"Linden North Woods Route",126,829,1176,76,8
"Aesculus","flava","Aesculus flava","yellow buckeye",85755,"Recent fruit or seed drop","'31879,30617'","12651*D, Tree 6","12651*D","Tree 6",42.30351523,-71.12133382,60.2,"Linden North Woods Route",126,829,1176,76,8
"Aesculus","flava","Aesculus flava","yellow buckeye",85755,"Fruits","'30522'","12651*D, Tree 6","12651*D","Tree 6",42.30351523,-71.12133382,60.2,"Linden North Woods Route",126,829,1722,97,15
"Aesculus","flava","Aesculus flava","yellow buckeye",85755,"Fruits","'30642,29240,26428'","12651*D, Tree 6","12651*D","Tree 6",42.30351523,-71.12133382,60.2,"Linden North Woods Route",126,829,1722,97,15
"Aesculus","flava","Aesculus flava","yellow buckeye",85755,"Fruits","'28846,29240,29369'","12651*D, Tree 6","12651*D","Tree 6",42.30351523,-71.12133382,60.2,"Linden North Woods Route",126,829,1722,97,15
"Aesculus","flava","Aesculus flava","yellow buckeye",85755,"Fruits","'30617,28846,29369,31879'","12651*D, Tree 6","12651*D","Tree 6",42.30351523,-71.12133382,60.2,"Linden North Woods Route",126,829,1722,97,15
"Aesculus","flava","Aesculus flava","yellow buckeye",85755,"Fruits","'30617'","12651*D, Tree 6","12651*D","Tree 6",42.30351523,-71.12133382,60.2,"Linden North Woods Route",126,829,1722,97,15
"Aesculus","flava","Aesculus flava","yellow buckeye",85756,"budburst","'29374'","12651*H, Tree 5","12651*H","Tree 5",42.3035604,-71.12143904,49.1,"Linden North Woods Route",121,829,1600,81,12
"Aesculus","flava","Aesculus flava","yellow buckeye",85756,"budburst","'29240,29262,26428,29369,29374'","12651*H, Tree 5","12651*H","Tree 5",42.3035604,-71.12143904,49.1,"Linden North Woods Route",121,829,1600,81,12
"Aesculus","flava","Aesculus flava","yellow buckeye",85756,"budburst","'30408'","12651*H, Tree 5","12651*H","Tree 5",42.3035604,-71.12143904,49.1,"Linden North Woods Route",121,829,1600,81,12
"Aesculus","flava","Aesculus flava","yellow buckeye",85756,"budburst","'28846'","12651*H, Tree 5","12651*H","Tree 5",42.3035604,-71.12143904,49.1,"Linden North Woods Route",121,829,1600,81,12
"Aesculus","flava","Aesculus flava","yellow buckeye",85756,"budburst","'29374'","12651*H, Tree 5","12651*H","Tree 5",42.3035604,-71.12143904,49.1,"Linden North Woods Route",121,829,1600,81,12
"Aesculus","flava","Aesculus flava","yellow buckeye",85756,"Ripe fruits","'30215'","12651*H, Tree 5","12651*H","Tree 5",42.3035604,-71.12143904,49.1,"Linden North Woods Route",121,829,1208,70,9
"Aesculus","flava","Aesculus flava","yellow buckeye",85756,"Ripe fruits","'31240'","12651*H, Tree 5","12651*H","Tree 5",42.3035604,-71.12143904,49.1,"Linden North Woods Route",121,829,1208,70,9
"Aesculus","flava","Aesculus flava","yellow buckeye",85756,"Ripe fruits","'30617,28846,19414,30215,29369,31879'","12651*H, Tree 5","12651*H","Tree 5",42.3035604,-71.12143904,49.1,"Linden North Woods Route",121,829,1208,70,9
"Aesculus","flava","Aesculus flava","yellow buckeye",85756,"Increasing leaf size","'29240'","12651*H, Tree 5","12651*H","Tree 5",42.3035604,-71.12143904,49.1,"Linden North Woods Route",121,829,1793,112,18
"Aesculus","flava","Aesculus flava","yellow buckeye",85756,"Increasing leaf size","'26428,29369,29240,28810,29262,30408,28846,29374'","12651*H, Tree 5","12651*H","Tree 5",42.3035604,-71.12143904,49.1,"Linden North Woods Route",121,829,1793,112,18
"Aesculus","flava","Aesculus flava","yellow buckeye",85756,"Increasing leaf size","'30408,30522,29240,30215,29369'","12651*H, Tree 5","12651*H","Tree 5",42.3035604,-71.12143904,49.1,"Linden North Woods Route",121,829,1793,112,18
"Aesculus","flava","Aesculus flava","yellow buckeye",85756,"Increasing leaf size","'30642'","12651*H, Tree 5","12651*H","Tree 5",42.3035604,-71.12143904,49.1,"Linden North Woods Route",121,829,1793,112,18
"Aesculus","flava","Aesculus flava","yellow buckeye",85756,"Increasing leaf size","'29369'","12651*H, Tree 5","12651*H","Tree 5",42.3035604,-71.12143904,49.1,"Linden North Woods Route",121,829,1793,112,18
"Aesculus","flava","Aesculus flava","yellow buckeye",85756,"Increasing leaf size","'29369'","12651*H, Tree 5","12651*H","Tree 5",42.3035604,-71.12143904,49.1,"Linden North Woods Route",121,829,1793,112,18
"Aesculus","flava","Aesculus flava","yellow buckeye",85756,"Increasing leaf size","'29369'","12651*H, Tree 5","12651*H","Tree 5",42.3035604,-71.12143904,49.1,"Linden North Woods Route",121,829,1793,112,18
"Aesculus","flava","Aesculus flava","yellow buckeye",85756,"Increasing leaf size","'29369'","12651*H, Tree 5","12651*H","Tree 5",42.3035604,-71.12143904,49.1,"Linden North Woods Route",121,829,1793,112,18
"Aesculus","flava","Aesculus flava","yellow buckeye",85756,"Increasing leaf size","'29369'","12651*H, Tree 5","12651*H","Tree 5",42.3035604,-71.12143904,49.1,"Linden North Woods Route",121,829,1793,112,18
"Aesculus","flava","Aesculus flava","yellow buckeye",85756,"Increasing leaf size","'29369'","12651*H, Tree 5","12651*H","Tree 5",42.3035604,-71.12143904,49.1,"Linden North Woods Route",121,829,1793,112,18
"Aesculus","flava","Aesculus flava","yellow buckeye",85756,"leaf drop","'30215'","12651*H, Tree 5","12651*H","Tree 5",42.3035604,-71.12143904,49.1,"Linden North Woods Route",121,829,1312,93,17
"Aesculus","flava","Aesculus flava","yellow buckeye",85756,"leaf drop","'30617'","12651*H, Tree 5","12651*H","Tree 5",42.3035604,-71.12143904,49.1,"Linden North Woods Route",121,829,1312,93,17
"Aesculus","flava","Aesculus flava","yellow buckeye",85756,"leaf drop","'30215'","12651*H, Tree 5","12651*H","Tree 5",42.3035604,-71.12143904,49.1,"Linden North Woods Route",121,829,1312,93,17
"Aesculus","flava","Aesculus flava","yellow buckeye",85756,"leaf drop","'28846,31879,29369,19414'","12651*H, Tree 5","12651*H","Tree 5",42.3035604,-71.12143904,49.1,"Linden North Woods Route",121,829,1312,93,17
"Aesculus","flava","Aesculus flava","yellow buckeye",85756,"leaf drop","'31879,30617'","12651*H, Tree 5","12651*H","Tree 5",42.3035604,-71.12143904,49.1,"Linden North Woods Route",121,829,1312,93,17
"Aesculus","flava","Aesculus flava","yellow buckeye",85756,"leafout","'29240'","12651*H, Tree 5","12651*H","Tree 5",42.3035604,-71.12143904,49.1,"Linden North Woods Route",121,829,1004,70,12
"Aesculus","flava","Aesculus flava","yellow buckeye",85756,"leafout","'26428,29369,29240,29374,28810,29262,30408,28846'","12651*H, Tree 5","12651*H","Tree 5",42.3035604,-71.12143904,49.1,"Linden North Woods Route",121,829,1004,70,12
"Aesculus","flava","Aesculus flava","yellow buckeye",85756,"leafout","'30522,29240,30215,29369,28846,26428,30642,31240,30617,19414,31879'","12651*H, Tree 5","12651*H","Tree 5",42.3035604,-71.12143904,49.1,"Linden North Woods Route",121,829,1004,70,12
"Aesculus","flava","Aesculus flava","yellow buckeye",85756,"Colored leaves","'30215'","12651*H, Tree 5","12651*H","Tree 5",42.3035604,-71.12143904,49.1,"Linden North Woods Route",121,829,1192,98,13
"Aesculus","flava","Aesculus flava","yellow buckeye",85756,"Colored leaves","'30215'","12651*H, Tree 5","12651*H","Tree 5",42.3035604,-71.12143904,49.1,"Linden North Woods Route",121,829,1192,98,13
"Aesculus","flava","Aesculus flava","yellow buckeye",85756,"Colored leaves","'30617,28846,19414,30215,29369,31879'","12651*H, Tree 5","12651*H","Tree 5",42.3035604,-71.12143904,49.1,"Linden North Woods Route",121,829,1192,98,13
"Aesculus","flava","Aesculus flava","yellow buckeye",85756,"flowers","'26428,29369,29240,29374,28810,29262,30408,28846,30522,30215'","12651*H, Tree 5","12651*H","Tree 5",42.3035604,-71.12143904,49.1,"Linden North Woods Route",121,829,1657,69,8
"Aesculus","flava","Aesculus flava","yellow buckeye",85756,"Open flowers","'29374'","12651*H, Tree 5","12651*H","Tree 5",42.3035604,-71.12143904,49.1,"Linden North Woods Route",121,829,1025,63,9
"Aesculus","flava","Aesculus flava","yellow buckeye",85756,"Open flowers","'29374,29240,28846,29369,26428,30408,30522,30215'","12651*H, Tree 5","12651*H","Tree 5",42.3035604,-71.12143904,49.1,"Linden North Woods Route",121,829,1025,63,9
"Aesculus","flava","Aesculus flava","yellow buckeye",85756,"Recent fruit or seed drop","'29240,31240'","12651*H, Tree 5","12651*H","Tree 5",42.3035604,-71.12143904,49.1,"Linden North Woods Route",121,829,1176,76,10
"Aesculus","flava","Aesculus flava","yellow buckeye",85756,"Recent fruit or seed drop","'30617,28846,19414,30215,29369,31879'","12651*H, Tree 5","12651*H","Tree 5",42.3035604,-71.12143904,49.1,"Linden North Woods Route",121,829,1176,76,10
"Aesculus","flava","Aesculus flava","yellow buckeye",85756,"Recent fruit or seed drop","'31879,30617'","12651*H, Tree 5","12651*H","Tree 5",42.3035604,-71.12143904,49.1,"Linden North Woods Route",121,829,1176,76,10
"Aesculus","flava","Aesculus flava","yellow buckeye",85756,"Fruits","'28846'","12651*H, Tree 5","12651*H","Tree 5",42.3035604,-71.12143904,49.1,"Linden North Woods Route",121,829,1722,97,13
"Aesculus","flava","Aesculus flava","yellow buckeye",85756,"Fruits","'30522'","12651*H, Tree 5","12651*H","Tree 5",42.3035604,-71.12143904,49.1,"Linden North Woods Route",121,829,1722,97,13
"Aesculus","flava","Aesculus flava","yellow buckeye",85756,"Fruits","'29369'","12651*H, Tree 5","12651*H","Tree 5",42.3035604,-71.12143904,49.1,"Linden North Woods Route",121,829,1722,97,13
"Aesculus","flava","Aesculus flava","yellow buckeye",85756,"Fruits","'30642,29240,26428,29369,28846,30215,31240,30617,19414,31879'","12651*H, Tree 5","12651*H","Tree 5",42.3035604,-71.12143904,49.1,"Linden North Woods Route",121,829,1722,97,13
"Aesculus","flava","Aesculus flava","yellow buckeye",85756,"Fruits","'28846'","12651*H, Tree 5","12651*H","Tree 5",42.3035604,-71.12143904,49.1,"Linden North Woods Route",121,829,1722,97,13
"Aesculus","flava","Aesculus flava","yellow buckeye",85757,"budburst","'30197'","12651*I, Tree 9","12651*I","Tree 9",42.2931417,-71.12879258,59.2,"Peters Hill Route",250,829,1600,81,19
"Aesculus","flava","Aesculus flava","yellow buckeye",85757,"budburst","'30183,19414,26122,30197,29482'","12651*I, Tree 9","12651*I","Tree 9",42.2931417,-71.12879258,59.2,"Peters Hill Route",250,829,1600,81,19
"Aesculus","flava","Aesculus flava","yellow buckeye",85757,"Ripe fruits","'26122'","12651*I, Tree 9","12651*I","Tree 9",42.2931417,-71.12879258,59.2,"Peters Hill Route",250,829,1208,70,23
