"common_name","year","phase","tree_id","doy_mean","doy_median","obs_number","first_doy","last_doy","maximn_range","interquartile_range"
"white oak",2017,"Colored leaves",87761,313.333333333333,311,21,294,338,44,24
"white oak",2017,"Colored leaves",88311,297.6,295,10,285,323,38,14.5
"white oak",2017,"flowers",87758,130.5,130,10,126,137,11,4.25
"white oak",2017,"flowers",87759,130.5,130.5,2,129,132,3,1.5
"white oak",2017,"flowers",87761,131.5,131.5,2,131,132,1,0.5
"white oak",2017,"flowers",88311,129.75,130,4,127,132,5,2.75
"white oak",2017,"Fruits",87756,262.714285714286,260,7,254,274,20,11.5
"white oak",2017,"Fruits",87758,245.416666666667,243,12,228,267,39,21
"white oak",2017,"Fruits",87759,251,251,2,231,271,40,20
"white oak",2017,"Fruits",87761,267,267,1,267,267,0,0
"white oak",2017,"Increasing leaf size",87756,142.6875,137,16,121,191,70,19
"white oak",2017,"Increasing leaf size",87758,132.214285714286,131.5,14,119,141,22,9.25
"white oak",2017,"Increasing leaf size",87759,127,127,1,127,127,0,0
"white oak",2017,"Increasing leaf size",87761,133.533333333333,132,15,124,147,23,10
"white oak",2017,"Increasing leaf size",88311,131.5,131.5,2,131,132,1,0.5
"white oak",2017,"leaf drop",87756,314.95,319.5,20,270,337,67,26.25
"white oak",2017,"leaf drop",87758,307.818181818182,306,22,279,336,57,16
"white oak",2017,"leaf drop",87759,309.222222222222,304,9,291,336,45,28
"white oak",2017,"leaf drop",87761,316.176470588235,313,17,300,338,38,22
"white oak",2017,"leaf drop",88311,303.666666666667,298,12,285,336,51,20
"white oak",2017,"leafout",87756,222.92,223,100,121,337,216,112.25
"white oak",2017,"leafout",87758,219.693181818182,226.5,88,119,329,210,122
"white oak",2017,"leafout",87759,229.04347826087,251,23,124,323,199,122
"white oak",2017,"leafout",87761,223,231,91,124,338,214,123
"white oak",2017,"leafout",88311,231.833333333333,286.5,18,119,323,204,159
"white oak",2017,"Open flowers",87756,152,152,1,152,152,0,0
"white oak",2017,"Open flowers",87758,130,131,3,127,132,5,2.5
"white oak",2017,"Open flowers",87759,132,132,1,132,132,0,0
"white oak",2017,"Open flowers",88311,129,129,2,127,131,4,2
"white oak",2017,"Pollen release (flowers)",87761,139,139,1,139,139,0,0
"white oak",2017,"Recent fruit or seed drop",87756,259.642857142857,257,14,247,278,31,17.75
"white oak",2017,"Recent fruit or seed drop",87758,279.875,281,16,253,304,51,21.75
"white oak",2017,"Recent fruit or seed drop",87759,279.333333333333,272,3,271,295,24,12
"white oak",2017,"Recent fruit or seed drop",87761,280.333333333333,278.5,12,266,304,38,16.5
"white oak",2017,"Recent fruit or seed drop",88311,290.4,295,5,267,304,37,4
"white oak",2017,"Ripe fruits",87756,266.2,267,5,260,274,14,10
"white oak",2017,"Ripe fruits",87758,261,259,3,257,267,10,5
"white oak",2017,"Ripe fruits",87759,271,271,1,271,271,0,0
"white oak",2017,"Ripe fruits",87761,276,267,3,266,295,29,14.5
"white oak",2017,"Ripe fruits",88311,267,267,1,267,267,0,0
"white oak",2018,"budburst",87756,124.5,124.5,6,124,125,1,1
"white oak",2018,"budburst",87758,122.4,122,5,122,123,1,1
"white oak",2018,"budburst",87759,122.333333333333,122,3,122,123,1,0.5
"white oak",2018,"budburst",87761,124.428571428571,123,7,122,128,6,4
"white oak",2018,"budburst",88311,124.833333333333,122.5,6,122,131,9,5.5
"white oak",2018,"Colored leaves",87756,304,306,5,295,308,13,3
"white oak",2018,"Colored leaves",87758,290.555555555556,289,9,274,308,34,13
"white oak",2018,"Colored leaves",87759,295.8,296,5,283,308,25,18
"white oak",2018,"Colored leaves",87761,297.846153846154,296,13,282,318,36,21
"white oak",2018,"Colored leaves",88311,293.5,291.5,4,283,308,25,13
"white oak",2018,"flowers",87756,123,122.5,4,108,139,31,29.5
"white oak",2018,"flowers",87758,133.733333333333,136,15,122,139,17,6
"white oak",2018,"flowers",87759,133.666666666667,135,9,128,139,11,6
"white oak",2018,"flowers",87761,134,135,5,131,137,6,5
"white oak",2018,"flowers",88311,133.625,134,8,128,139,11,6.5
"white oak",2018,"Fruits",87756,280,280,1,280,280,0,0
"white oak",2018,"Fruits",87758,227.741935483871,229,31,178,283,105,40
"white oak",2018,"Fruits",87759,242.888888888889,235,9,202,287,85,42
"white oak",2018,"Fruits",87761,275.75,273.5,4,260,296,36,23.25
"white oak",2018,"Fruits",88311,237.375,233,8,202,283,81,44
"white oak",2018,"Increasing leaf size",87756,134.95,133.5,20,124,173,49,14
"white oak",2018,"Increasing leaf size",87758,134.785714285714,136.5,14,126,139,13,5
"white oak",2018,"Increasing leaf size",87759,134.111111111111,136,9,126,139,13,6
"white oak",2018,"Increasing leaf size",87761,133.928571428571,136.5,14,126,139,13,7.5
"white oak",2018,"Increasing leaf size",88311,134.111111111111,136,9,126,139,13,6
"white oak",2018,"leaf drop",87756,303.333333333333,305,6,278,330,52,9.5
"white oak",2018,"leaf drop",87758,291.111111111111,289,9,279,308,29,13
"white oak",2018,"leaf drop",87759,295.75,296,4,283,308,25,19.75
"white oak",2018,"leaf drop",87761,300.6,304.5,10,282,318,36,18.75
"white oak",2018,"leaf drop",88311,290,285,4,282,308,26,9.5
"white oak",2018,"leafout",87756,186.261538461538,162,65,124,308,184,97
"white oak",2018,"leafout",87758,200.296875,193.5,64,126,308,182,85
"white oak",2018,"leafout",87759,192.862068965517,178,29,126,308,182,98
"white oak",2018,"leafout",87761,203.774647887324,193,71,123,318,195,100
"white oak",2018,"leafout",88311,186.586206896552,178,29,123,308,185,95
"white oak",2018,"Open flowers",87756,137.333333333333,137,3,136,139,3,1.5
"white oak",2018,"Open flowers",87758,137.222222222222,137,9,136,139,3,1
"white oak",2018,"Open flowers",87759,137.2,137,5,136,139,3,0
"white oak",2018,"Open flowers",87761,136.5,136.5,2,136,137,1,0.5
"white oak",2018,"Open flowers",88311,136,137,7,131,139,8,1.5
"white oak",2018,"Pollen release (flowers)",87756,139,139,4,131,147,16,4
"white oak",2018,"Pollen release (flowers)",87758,137.25,137,4,136,139,3,0.75
"white oak",2018,"Pollen release (flowers)",87759,137,137,2,137,137,0,0
"white oak",2018,"Pollen release (flowers)",88311,136.8,137,5,135,139,4,1
"white oak",2018,"Recent fruit or seed drop",87756,259.444444444444,262,9,236,280,44,20
"white oak",2018,"Recent fruit or seed drop",87758,267.5,263.5,4,260,283,23,6.5
"white oak",2018,"Recent fruit or seed drop",87759,287,285,4,282,296,14,6.5
"white oak",2018,"Recent fruit or seed drop",87761,282,282.5,6,260,308,48,25
"white oak",2018,"Recent fruit or seed drop",88311,293.5,291.5,4,283,308,25,13
"white oak",2018,"Ripe fruits",87756,280,280,1,280,280,0,0
"white oak",2018,"Ripe fruits",87758,268.333333333333,264,3,258,283,25,12.5
"white oak",2018,"Ripe fruits",87759,285,285,2,283,287,4,2
"white oak",2018,"Ripe fruits",88311,283,283,1,283,283,0,0
"white oak",2019,"budburst",87756,127,122,4,113,151,38,20
"white oak",2019,"budburst",87758,127.2,128,5,121,131,10,2
"white oak",2019,"budburst",87759,127.2,128,5,121,131,10,2
"white oak",2019,"budburst",87761,126.166666666667,127.5,6,121,131,10,6.25
"white oak",2019,"budburst",88311,127.2,128,5,121,131,10,2
"white oak",2019,"Colored leaves",87756,288.166666666667,288,6,278,300,22,14.25
"white oak",2019,"Colored leaves",87758,314,314,1,314,314,0,0
"white oak",2019,"Colored leaves",87759,314,314,1,314,314,0,0
"white oak",2019,"Colored leaves",87761,307.2,313,5,286,314,28,3
"white oak",2019,"flowers",87758,135.5,130,6,126,161,35,8
"white oak",2019,"flowers",87759,130.4,129,5,126,138,12,3
"white oak",2019,"flowers",87761,129.75,130,4,121,138,17,5.75
"white oak",2019,"flowers",88311,130.4,129,5,126,138,12,3
"white oak",2019,"Increasing leaf size",87756,142.615384615385,137,13,123,212,89,22
"white oak",2019,"Increasing leaf size",87758,132.333333333333,131,3,128,138,10,5
"white oak",2019,"Increasing leaf size",87759,132.333333333333,131,3,128,138,10,5
"white oak",2019,"Increasing leaf size",87761,132.333333333333,131,3,128,138,10,5
"white oak",2019,"Increasing leaf size",88311,132.333333333333,131,3,128,138,10,5
"white oak",2019,"leaf drop",87756,288.166666666667,288,6,278,300,22,14.25
"white oak",2019,"leaf drop",87758,314,314,1,314,314,0,0
"white oak",2019,"leaf drop",87759,314,314,1,314,314,0,0
"white oak",2019,"leaf drop",87761,314,314,1,314,314,0,0
"white oak",2019,"leaf drop",88311,314,314,1,314,314,0,0
"white oak",2019,"leafout",87756,179.344827586207,152,29,123,300,177,69
"white oak",2019,"leafout",87758,164.571428571429,138,7,128,314,186,26
"white oak",2019,"leafout",87759,164.571428571429,138,7,128,314,186,26
"white oak",2019,"leafout",87761,223.733333333333,274,15,128,314,186,155
"white oak",2019,"leafout",88311,142.285714285714,138,7,128,161,33,24.5
"white oak",2019,"Open flowers",87761,151,151,1,151,151,0,0
"white oak",2019,"Open flowers",88311,151,151,1,151,151,0,0
"white oak",2019,"Pollen release (flowers)",87759,138,138,1,138,138,0,0
"white oak",2019,"Recent fruit or seed drop",87756,271,271,1,271,271,0,0
"white oak",2019,"Ripe fruits",87756,238,238,1,238,238,0,0
"white oak",2019,"Ripe fruits",88311,286,286,1,286,286,0,0
"white oak",2020,"budburst",87756,129.285714285714,127,14,125,141,16,6.5
"white oak",2020,"budburst",87761,128,127.5,4,124,133,9,4.5
"white oak",2020,"Colored leaves",87756,304.8,311,5,289,315,26,15
"white oak",2020,"Colored leaves",87761,310.666666666667,313,3,305,314,9,4.5
"white oak",2020,"flowers",87756,133,134,5,127,141,14,7
"white oak",2020,"Fruits",87756,260,260,1,260,260,0,0
"white oak",2020,"Fruits",88311,248,248,1,248,248,0,0
"white oak",2020,"Increasing leaf size",87756,138.333333333333,141,21,126,157,31,19
"white oak",2020,"Increasing leaf size",87761,134,131,4,126,148,22,8.5
"white oak",2020,"leaf drop",87756,308.75,311.5,4,297,315,18,5.25
"white oak",2020,"leaf drop",87761,310.666666666667,313,3,305,314,9,4.5
"white oak",2020,"leafout",87756,172.728813559322,157,59,125,315,190,44
"white oak",2020,"leafout",87761,214.5,198,8,126,314,188,175
"white oak",2020,"Recent fruit or seed drop",87756,224.5,224.5,2,220,229,9,4.5
"yellow birch",2016,"budburst",85759,122.923076923077,120.5,26,104,154,50,15
"yellow birch",2016,"budburst",85761,122,121,21,112,133,21,15
"yellow birch",2016,"budburst",85762,117.1875,115.5,32,99,133,34,11.75
"yellow birch",2016,"budburst",85763,121.307692307692,119.5,26,104,154,50,15
"yellow birch",2016,"budburst",85764,122.564102564103,119,39,99,154,55,18
"yellow birch",2016,"Colored leaves",85759,273.444444444444,293,9,114,308,194,18
"yellow birch",2016,"Colored leaves",85761,270.857142857143,293,7,114,312,198,31.5
"yellow birch",2016,"Colored leaves",85762,283.65,295,20,114,316,202,26.5
"yellow birch",2016,"Colored leaves",85763,278.75,298,8,114,312,198,11.5
"yellow birch",2016,"Colored leaves",85764,275.4,281,15,114,312,198,22.5
"yellow birch",2016,"flowers",85759,125.806451612903,121,31,104,160,56,18
"yellow birch",2016,"flowers",85761,129.678571428571,127,28,104,203,99,29
"yellow birch",2016,"flowers",85762,135.2,130,45,104,196,92,32
"yellow birch",2016,"flowers",85763,126.038461538462,122.5,26,104,160,56,17.75
"yellow birch",2016,"flowers",85764,139.411764705882,132,51,101,203,102,37.5
"yellow birch",2016,"Fruits",85759,254,245,10,226,299,73,33.75
"yellow birch",2016,"Fruits",85761,244.8,249,5,201,271,70,33
"yellow birch",2016,"Fruits",85762,248.705882352941,254,34,171,316,145,76.5
"yellow birch",2016,"Fruits",85763,240.888888888889,249,9,130,299,169,56
"yellow birch",2016,"Fruits",85764,212.261904761905,218.5,42,59,297,238,87
"yellow birch",2016,"Increasing leaf size",85759,134.761904761905,132,21,114,160,46,20
"yellow birch",2016,"Increasing leaf size",85761,138.052631578947,132,19,114,203,89,18.5
"yellow birch",2016,"Increasing leaf size",85762,134.56,130,25,114,186,72,12
"yellow birch",2016,"Increasing leaf size",85763,133.588235294118,132,17,114,160,46,25
"yellow birch",2016,"Increasing leaf size",85764,141.147058823529,132.5,34,114,207,93,30.75
"yellow birch",2016,"leaf drop",85759,296.285714285714,297,7,281,312,31,15
"yellow birch",2016,"leaf drop",85761,305.666666666667,312,3,293,312,19,9.5
"yellow birch",2016,"leaf drop",85762,296.615384615385,297,13,278,312,34,17
"yellow birch",2016,"leaf drop",85763,305.666666666667,312,3,293,312,19,9.5
"yellow birch",2016,"leaf drop",85764,286.153846153846,281,13,264,312,48,19
"yellow birch",2016,"leafout",85759,180.234042553192,151,47,114,308,194,96.5
"yellow birch",2016,"leafout",85761,169.72972972973,144,37,114,312,198,77
"yellow birch",2016,"leafout",85762,195.556962025316,182,79,114,316,202,118
"yellow birch",2016,"leafout",85763,181.357142857143,150.5,42,114,312,198,102.5
"yellow birch",2016,"leafout",85764,185.756097560976,174,82,114,309,195,102.25
"yellow birch",2016,"Open flowers",85759,122.846153846154,121,13,111,133,22,14
"yellow birch",2016,"Open flowers",85761,125.9375,127,16,111,144,33,13
"yellow birch",2016,"Open flowers",85762,137.8125,130,32,111,194,83,24.75
"yellow birch",2016,"Open flowers",85763,125.666666666667,124,15,111,144,33,14
"yellow birch",2016,"Open flowers",85764,146.029411764706,137.5,34,111,200,89,42.5
"yellow birch",2016,"Pollen release (flowers)",85759,123.444444444444,121,9,114,133,19,14
"yellow birch",2016,"Pollen release (flowers)",85761,129,130,8,121,133,12,3.5
"yellow birch",2016,"Pollen release (flowers)",85762,127.2,128.5,20,114,146,32,12.5
"yellow birch",2016,"Pollen release (flowers)",85763,128.444444444444,130,9,115,144,29,8
"yellow birch",2016,"Pollen release (flowers)",85764,131.136363636364,130,22,114,161,47,19.5
"yellow birch",2016,"Recent fruit or seed drop",85759,234.5,234.5,2,234,235,1,0.5
"yellow birch",2016,"Recent fruit or seed drop",85762,289,289,4,281,297,16,16
"yellow birch",2016,"Recent fruit or seed drop",85764,289,289,4,281,297,16,16
"yellow birch",2016,"Ripe fruits",85759,286.222222222222,281,9,249,312,63,35
"yellow birch",2016,"Ripe fruits",85761,255.75,258.5,4,235,271,36,23.25
"yellow birch",2016,"Ripe fruits",85762,273.818181818182,274.5,22,233,309,76,44
"yellow birch",2016,"Ripe fruits",85763,240.857142857143,281,7,130,299,169,106
"yellow birch",2016,"Ripe fruits",85764,237.260869565217,256,23,59,297,238,37
"yellow birch",2017,"budburst",85759,125.677419354839,118,31,102,180,78,28
"yellow birch",2017,"budburst",85761,113.421052631579,114,19,100,134,34,15.5
"yellow birch",2017,"budburst",85762,117.04347826087,114,23,100,180,80,15.5
"yellow birch",2017,"budburst",85763,117.055555555556,114,18,102,191,89,13
"yellow birch",2017,"budburst",85764,120.545454545455,118,33,100,155,55,25
"yellow birch",2017,"Colored leaves",85759,278.181818181818,275,22,250,312,62,43.75
"yellow birch",2017,"Colored leaves",85761,281.2,280,15,253,312,59,42
"yellow birch",2017,"Colored leaves",85762,277.631578947368,274,19,251,312,61,43.5
"yellow birch",2017,"Colored leaves",85763,293.3,301,10,251,312,61,15.75
"yellow birch",2017,"Colored leaves",85764,276.833333333333,275,18,220,308,88,45.25
"yellow birch",2017,"flowers",85759,147,125.5,18,112,302,190,20.5
"yellow birch",2017,"flowers",85761,140.727272727273,126,11,114,302,188,16
"yellow birch",2017,"flowers",85762,153.235294117647,120,17,105,302,197,25
"yellow birch",2017,"flowers",85763,158.375,134.5,8,120,302,182,27.5
"yellow birch",2017,"flowers",85764,139.318181818182,132,22,103,302,199,25
"yellow birch",2017,"Fruits",85759,229.777777777778,251,27,139,316,177,80
"yellow birch",2017,"Fruits",85761,204.294117647059,164,17,139,274,135,101
"yellow birch",2017,"Fruits",85762,231.277777777778,246.5,18,151,289,138,88
"yellow birch",2017,"Fruits",85763,182.714285714286,162,7,141,251,110,43.5
"yellow birch",2017,"Fruits",85764,225.35,251.5,20,153,316,163,107.25
"yellow birch",2017,"Increasing leaf size",85759,129.277777777778,125.5,18,113,164,51,15.75
"yellow birch",2017,"Increasing leaf size",85761,140.461538461538,135,13,119,176,57,25
"yellow birch",2017,"Increasing leaf size",85762,140.066666666667,135,15,117,191,74,32
"yellow birch",2017,"Increasing leaf size",85763,135.5,130.5,12,112,191,79,19
"yellow birch",2017,"Increasing leaf size",85764,135.55,132,20,113,191,78,20.25
"yellow birch",2017,"leaf drop",85759,270.222222222222,263,18,247,302,55,33.75
"yellow birch",2017,"leaf drop",85761,267.153846153846,267,13,242,302,60,27
"yellow birch",2017,"leaf drop",85762,273.428571428571,270.5,14,251,302,51,30.5
"yellow birch",2017,"leaf drop",85763,294.666666666667,300,6,271,306,35,9.75
"yellow birch",2017,"leaf drop",85764,278.4375,275,16,253,308,55,43.75
"yellow birch",2017,"leafout",85759,198.113636363636,186.5,88,112,312,200,113.25
"yellow birch",2017,"leafout",85761,210.021276595745,220,47,118,312,194,120
"yellow birch",2017,"leafout",85762,207.06,214,50,105,312,207,128.75
"yellow birch",2017,"leafout",85763,210.63829787234,237,47,108,312,204,131
"yellow birch",2017,"leafout",85764,195.725806451613,171.5,62,113,308,195,117.5
"yellow birch",2017,"Open flowers",85759,131.666666666667,134,9,119,152,33,19
"yellow birch",2017,"Open flowers",85761,127.285714285714,126,7,118,139,21,15
"yellow birch",2017,"Open flowers",85762,122.5,119.5,10,108,139,31,17
"yellow birch",2017,"Open flowers",85763,124.5,123,4,118,134,16,8.5
"yellow birch",2017,"Open flowers",85764,126.5,126.5,16,108,153,45,17.5
"yellow birch",2017,"Pollen release (flowers)",85759,124.333333333333,120,3,119,134,15,7.5
"yellow birch",2017,"Pollen release (flowers)",85761,126.5,126.5,2,119,134,15,7.5
"yellow birch",2017,"Pollen release (flowers)",85762,126.5,126.5,2,119,134,15,7.5
"yellow birch",2017,"Pollen release (flowers)",85763,134,134,1,134,134,0,0
"yellow birch",2017,"Pollen release (flowers)",85764,122.888888888889,118,9,110,139,29,21
"yellow birch",2017,"Recent fruit or seed drop",85762,274,274,2,274,274,0,0
"yellow birch",2017,"Ripe fruits",85759,259,253,5,251,271,20,14
"yellow birch",2017,"Ripe fruits",85761,262,262,2,253,271,18,9
"yellow birch",2017,"Ripe fruits",85762,259.25,256.5,4,253,271,18,5.25
"yellow birch",2017,"Ripe fruits",85764,240.5,254.5,10,131,316,185,109.5
"yellow birch",2018,"budburst",85759,125.136363636364,123.5,22,114,144,30,10.75
"yellow birch",2018,"budburst",85761,122.5,123,12,114,131,17,8
"yellow birch",2018,"budburst",85762,124.2,121.5,20,114,144,30,9.25
"yellow birch",2018,"budburst",85763,126.1875,124,16,114,144,30,12.25
"yellow birch",2018,"budburst",85764,129.172413793103,126,29,114,159,45,19
"yellow birch",2018,"Colored leaves",85759,278.884615384615,278.5,26,256,305,49,15
"yellow birch",2018,"Colored leaves",85761,279.571428571429,278.5,14,263,305,42,13.75
"yellow birch",2018,"Colored leaves",85762,284.3,282.5,10,273,305,32,10
"yellow birch",2018,"Colored leaves",85763,290.3,285,10,277,309,32,21.75
"yellow birch",2018,"Colored leaves",85764,282.058823529412,280,17,266,301,35,14
"yellow birch",2018,"flowers",85759,124.758620689655,125,29,90,159,69,14
"yellow birch",2018,"flowers",85761,138.1875,128.5,16,114,272,158,9.25
"yellow birch",2018,"flowers",85762,123.961538461538,124,26,90,159,69,13
"yellow birch",2018,"flowers",85763,122.576923076923,124,26,90,159,69,16
"yellow birch",2018,"flowers",85764,140.190476190476,131,21,119,278,159,17
"yellow birch",2018,"Fruits",85759,234.194805194805,250,77,125,340,215,89
"yellow birch",2018,"Fruits",85761,233.096774193548,233,31,144,308,164,80
"yellow birch",2018,"Fruits",85762,238.944444444444,254,36,144,315,171,80.75
"yellow birch",2018,"Fruits",85763,238.171428571429,252,35,144,315,171,79
"yellow birch",2018,"Fruits",85764,234.75,250,56,130,340,210,96.5
"yellow birch",2018,"Increasing leaf size",85759,134.05,132,20,124,158,34,13.25
"yellow birch",2018,"Increasing leaf size",85761,134.117647058824,131,17,123,158,35,13
"yellow birch",2018,"Increasing leaf size",85762,134.555555555556,132,18,123,158,35,13.5
"yellow birch",2018,"Increasing leaf size",85763,133.8125,132,16,125,148,23,12.5
"yellow birch",2018,"Increasing leaf size",85764,135,134.5,18,123,158,35,13.5
"yellow birch",2018,"leaf drop",85759,281.6,282.5,20,256,305,49,17.25
"yellow birch",2018,"leaf drop",85761,287.4,283,5,280,305,25,5
"yellow birch",2018,"leaf drop",85762,285,283,9,268,305,37,8
"yellow birch",2018,"leaf drop",85763,289.4,285,10,268,309,41,21.75
"yellow birch",2018,"leaf drop",85764,285,285,13,272,301,29,14
"yellow birch",2018,"leafout",85759,205.978723404255,202.5,94,122,305,183,119.25
"yellow birch",2018,"leafout",85761,201.352941176471,195,51,123,305,182,129.5
"yellow birch",2018,"leafout",85762,199.821428571429,195,56,122,305,183,131
"yellow birch",2018,"leafout",85763,206.966101694915,203,59,122,309,187,131.5
"yellow birch",2018,"leafout",85764,196.808219178082,185,73,121,301,180,126
"yellow birch",2018,"Open flowers",85759,130.076923076923,127,13,122,148,26,8
"yellow birch",2018,"Open flowers",85761,133.416666666667,130.5,12,123,159,36,10.75
"yellow birch",2018,"Open flowers",85762,134.75,132,16,122,159,37,16.75
"yellow birch",2018,"Open flowers",85763,133.933333333333,131,15,122,159,37,14.5
"yellow birch",2018,"Open flowers",85764,132.923076923077,127,13,118,159,41,17
"yellow birch",2018,"Pollen release (flowers)",85759,127.8,126,5,122,133,11,8
"yellow birch",2018,"Pollen release (flowers)",85761,127,125,3,125,131,6,3
"yellow birch",2018,"Pollen release (flowers)",85762,128,128,4,125,131,6,4.5
"yellow birch",2018,"Pollen release (flowers)",85763,126,125,3,122,131,9,4.5
"yellow birch",2018,"Pollen release (flowers)",85764,123.5,123.5,2,122,125,3,1.5
"yellow birch",2018,"Recent fruit or seed drop",85759,297.444444444444,297.5,18,274,329,55,29
"yellow birch",2018,"Recent fruit or seed drop",85761,309.666666666667,308,3,305,316,11,5.5
"yellow birch",2018,"Recent fruit or seed drop",85762,297.714285714286,305,7,278,316,38,30.5
"yellow birch",2018,"Recent fruit or seed drop",85763,290.25,280,8,272,316,44,33.5
"yellow birch",2018,"Recent fruit or seed drop",85764,317.333333333333,315,9,299,340,41,21
"yellow birch",2018,"Ripe fruits",85759,283.225,279.5,40,250,340,90,30.25
"yellow birch",2018,"Ripe fruits",85761,276.6875,275.5,16,232,308,76,12.5
"yellow birch",2018,"Ripe fruits",85762,281.263157894737,278,19,252,315,63,15.5
"yellow birch",2018,"Ripe fruits",85763,274.285714285714,274,21,231,315,84,19
"yellow birch",2018,"Ripe fruits",85764,283.741935483871,280,31,231,340,109,28.5
"yellow birch",2019,"budburst",85759,126.390243902439,124,41,107,163,56,20
"yellow birch",2019,"budburst",85761,120.608695652174,118,23,107,157,50,14
"yellow birch",2019,"budburst",85762,122.590909090909,117.5,22,107,159,52,16
"yellow birch",2019,"budburst",85763,120.238095238095,122,21,107,131,24,10
"yellow birch",2019,"budburst",85764,123,122,34,102,158,56,18
"yellow birch",2019,"Colored leaves",85759,273.837209302326,278,43,230,301,71,23
"yellow birch",2019,"Colored leaves",85761,276.030303030303,279,33,246,301,55,23
"yellow birch",2019,"Colored leaves",85762,275.235294117647,278,34,249,301,52,25
"yellow birch",2019,"Colored leaves",85763,283.84,282,25,265,301,36,15
"yellow birch",2019,"Colored leaves",85764,277.818181818182,279,33,234,301,67,17
"yellow birch",2019,"flowers",85759,132.409090909091,128,44,109,258,149,21
"yellow birch",2019,"flowers",85761,129.3,124,30,110,258,148,15
"yellow birch",2019,"flowers",85762,133.789473684211,128.5,38,109,258,149,22.75
"yellow birch",2019,"flowers",85763,125.416666666667,117,12,109,157,48,18.5
"yellow birch",2019,"flowers",85764,124.866666666667,123.5,30,106,157,51,16.25
"yellow birch",2019,"Fruits",85759,235.684210526316,249,76,142,333,191,97.75
"yellow birch",2019,"Fruits",85761,247.763157894737,250,38,159,315,156,56.25
"yellow birch",2019,"Fruits",85762,242.11320754717,250,53,146,331,185,64
"yellow birch",2019,"Fruits",85763,267.727272727273,273,22,157,315,158,33.75
"yellow birch",2019,"Fruits",85764,243.746031746032,258,63,138,333,195,92
"yellow birch",2019,"Increasing leaf size",85759,133.911764705882,130.5,34,114,175,61,17
"yellow birch",2019,"Increasing leaf size",85761,130.954545454545,129.5,22,115,157,42,13
"yellow birch",2019,"Increasing leaf size",85762,133.074074074074,130,27,111,159,48,17
"yellow birch",2019,"Increasing leaf size",85763,130.217391304348,128,23,115,157,42,14
"yellow birch",2019,"Increasing leaf size",85764,128.739130434783,126,23,111,157,46,12.5
"yellow birch",2019,"leaf drop",85759,284,285.5,36,250,321,71,17
"yellow birch",2019,"leaf drop",85761,282.807692307692,280.5,26,264,310,46,18.25
"yellow birch",2019,"leaf drop",85762,281.5,279,20,264,310,46,12
"yellow birch",2019,"leaf drop",85763,284.55,284,20,265,310,45,17.25
"yellow birch",2019,"leaf drop",85764,277.4375,280.5,32,230,301,71,15.5
"yellow birch",2019,"leafout",85759,199.1796875,187.5,128,114,301,187,111.75
"yellow birch",2019,"leafout",85761,201.681318681319,209,91,110,301,191,115
"yellow birch",2019,"leafout",85762,193.042553191489,187.5,94,110,296,186,116
"yellow birch",2019,"leafout",85763,200.682926829268,187.5,82,115,301,186,119.75
"yellow birch",2019,"leafout",85764,195.56976744186,183,86,110,301,191,129
"yellow birch",2019,"Open flowers",85759,133.833333333333,131,12,125,150,25,9.5
"yellow birch",2019,"Open flowers",85761,126.909090909091,126,11,115,144,29,7.5
"yellow birch",2019,"Open flowers",85762,129.75,126.5,20,111,150,39,21.25
"yellow birch",2019,"Open flowers",85764,124.142857142857,125.5,14,111,142,31,12.25
"yellow birch",2019,"Pollen release (flowers)",85761,123,125,6,117,127,10,6
"yellow birch",2019,"Pollen release (flowers)",85762,129.75,126.5,4,118,148,30,8.25
"yellow birch",2019,"Pollen release (flowers)",85763,117,117,1,117,117,0,0
"yellow birch",2019,"Pollen release (flowers)",85764,120.7,117.5,10,111,135,24,14.25
"yellow birch",2019,"Recent fruit or seed drop",85759,288.862068965517,286,29,250,333,83,20
"yellow birch",2019,"Recent fruit or seed drop",85761,274,275,4,267,279,12,6
"yellow birch",2019,"Recent fruit or seed drop",85762,288.6,290.5,10,250,315,65,20
"yellow birch",2019,"Recent fruit or seed drop",85763,282,282,2,277,287,10,5
"yellow birch",2019,"Recent fruit or seed drop",85764,292.416666666667,286,12,278,333,55,3.75
"yellow birch",2019,"Ripe fruits",85759,278.666666666667,279,39,209,333,124,37.5
"yellow birch",2019,"Ripe fruits",85761,266.086956521739,260,23,216,315,99,42.5
"yellow birch",2019,"Ripe fruits",85762,267.6,261,25,209,315,106,35
"yellow birch",2019,"Ripe fruits",85763,276.888888888889,273,18,249,315,66,32
"yellow birch",2019,"Ripe fruits",85764,284.176470588235,286,34,234,333,99,37.25
"yellow birch",2020,"budburst",85759,133.789473684211,133,19,112,162,50,13.5
"yellow birch",2020,"budburst",85761,125.125,126,8,116,134,18,5.75
"yellow birch",2020,"budburst",85762,126.636363636364,126,11,112,160,48,8
"yellow birch",2020,"budburst",85763,132.142857142857,128,7,123,160,37,5
"yellow birch",2020,"budburst",85764,123.333333333333,120,18,105,147,42,17.5
"yellow birch",2020,"Colored leaves",85759,268.842105263158,271,19,220,306,86,43.5
"yellow birch",2020,"Colored leaves",85761,286.25,278,8,271,306,35,26.75
"yellow birch",2020,"Colored leaves",85762,272.625,278,8,220,306,86,44.75
"yellow birch",2020,"Colored leaves",85763,294,302,5,278,306,28,28
"yellow birch",2020,"Colored leaves",85764,254.076923076923,264,13,220,278,58,35
